Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_Label,Indicator_Category_Label,Month_Week,Week_Ending,ND_Weekly_Estimate,CI_Half_width_95pct,n_unweighted,Suppression_Flag,Current_Season_Week_Ending,Influenza_Season,Legend,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort,Demographic_Name_Sort,Geographic_Sort,Season_Sort,Legend_Sort
National,National,Age,18-29 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,33.51,4.5106,1790,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 18-29 years",29.0 - 38.0,4,4,2,1,3,3010402
National,National,Age,18-29 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,9.06,2.714,1790,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 18-29 years",6.3 - 11.8,2,4,2,1,3,3010402
National,National,Age,18-29 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,31.46,4.3994,1790,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 18-29 years",27.1 - 35.9,3,4,2,1,3,3010402
National,National,Age,18-29 years,4-level vaccination and intent,Received a vaccination,November Week 4,,25.98,1.8137,21341,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 18-29 years",24.2 - 27.8,1,4,2,1,3,3010402
National,National,Age,18-29 years,Up-to-date,Yes,November Week 4,,25.98,1.8137,21341,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 18-29 years",24.2 - 27.8,,4,2,1,3,3010402
National,National,Age,18-49 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,34.67,2.9618,5214,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 18-49 years",31.7 - 37.6,4,3,3,1,3,3010303
National,National,Age,18-49 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,24.68,2.6534,5214,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 18-49 years",22.0 - 27.3,3,3,3,1,3,3010303
National,National,Age,18-49 years,4-level vaccination and intent,Received a vaccination,November Week 4,,29.5,1.4266,61146,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 18-49 years",28.1 - 30.9,1,3,3,1,3,3010303
National,National,Age,18-49 years,Up-to-date,Yes,November Week 4,,29.5,1.4266,61146,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 18-49 years",28.1 - 30.9,,3,3,1,3,3010303
National,National,Age,30-39 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,40.08,5.0683,1843,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 30-39 years",35.0 - 45.2,4,4,4,1,3,3010404
National,National,Age,30-39 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.06,2.9251,1843,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 30-39 years",8.1 - 14.0,2,4,4,1,3,3010404
National,National,Age,30-39 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,20.21,4.1272,1843,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 30-39 years",16.1 - 24.3,3,4,4,1,3,3010404
National,National,Age,18-49 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.15,1.8086,5214,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 18-49 years",9.3 - 13.0,2,3,3,1,3,3010303
National,National,Age,30-39 years,4-level vaccination and intent,Received a vaccination,November Week 4,,28.65,2.0296,20194,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 30-39 years",26.6 - 30.7,1,4,4,1,3,3010404
National,National,Age,30-39 years,Up-to-date,Yes,November Week 4,,28.65,2.0296,20194,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 30-39 years",26.6 - 30.7,,4,4,1,3,3010404
National,National,Age,40-49 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,30.24,5.3257,1581,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 40-49 years",24.9 - 35.6,4,4,5,1,3,3010405
National,National,Age,40-49 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,13.41,3.7824,1581,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 40-49 years",9.6 - 17.2,2,4,5,1,3,3010405
National,National,Age,40-49 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,22.03,5.0551,1581,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 40-49 years",17.0 - 27.1,3,4,5,1,3,3010405
National,National,Age,40-49 years,4-level vaccination and intent,Received a vaccination,November Week 4,,34.32,3.4107,19611,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 40-49 years",30.9 - 37.7,1,4,5,1,3,3010405
National,National,Age,40-49 years,Up-to-date,Yes,November Week 4,,34.32,3.4107,19611,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 40-49 years",30.9 - 37.7,,4,5,1,3,3010405
National,National,Age,50-64 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,29.48,3.5964,2991,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 50-64 years",25.9 - 33.1,4,3,6,1,3,3010306
National,National,Age,65+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,10.06,2.4863,3267,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 65+ years",7.6 - 12.5,3,3,11,1,3,3010311
National,National,Age,65+ years,4-level vaccination and intent,Received a vaccination,November Week 4,,62.18,2.4862,39103,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 65+ years",59.7 - 64.7,1,3,11,1,3,3010311
National,National,Age,65+ years,Up-to-date,Yes,November Week 4,,62.18,2.4862,39103,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (3 Level): 65+ years",59.7 - 64.7,,3,11,1,3,3010311
National,National,Age,65-74 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,21.41,5.6096,2083,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 65-74 years",15.8 - 27.0,4,4,8,1,3,3010408
National,National,Age,65-74 years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,10.03,2.6948,2083,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 65-74 years",7.3 - 12.7,2,4,8,1,3,3010408
National,National,Age,65-74 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,8.9,2.7823,2083,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 65-74 years",6.1 - 11.7,3,4,8,1,3,3010408
National,National,Age,65-74 years,4-level vaccination and intent,Received a vaccination,November Week 4,,59.66,3.3203,25407,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 65-74 years",56.3 - 63.0,1,4,8,1,3,3010408
National,National,Age,65-74 years,Up-to-date,Yes,November Week 4,,59.66,3.3203,25407,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 65-74 years",56.3 - 63.0,,4,8,1,3,3010408
National,National,Age,75+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,11.21,2.9341,1184,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 75+ years",8.3 - 14.1,4,4,12,1,3,3010412
National,National,Age,75+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,10.65,3.1811,1184,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 75+ years",7.5 - 13.8,2,4,12,1,3,3010412
National,National,Age,75+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,11.99,3.7824,1184,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 75+ years",8.2 - 15.8,3,4,12,1,3,3010412
National,National,Age,75+ years,4-level vaccination and intent,Received a vaccination,November Week 4,,66.14,3.9577,13696,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 75+ years",62.2 - 70.1,1,4,12,1,3,3010412
National,National,Age,75+ years,Up-to-date,Yes,November Week 4,,66.14,3.9577,13696,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Age (6 Level): 75+ years",62.2 - 70.1,,4,12,1,3,3010412
National,National,Disability Status,No,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,30.52,2.1666,10484,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: No",28.4 - 32.7,4,6,38,1,3,3010638
National,National,Disability Status,No,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.54,1.4488,10484,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: No",10.1 - 13.0,2,6,38,1,3,3010638
National,National,Disability Status,No,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,19.57,1.9265,10484,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: No",17.6 - 21.5,3,6,38,1,3,3010638
National,National,Disability Status,No,4-level vaccination and intent,Received a vaccination,November Week 4,,38.38,1.2046,124284,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: No",37.2 - 39.6,1,6,38,1,3,3010638
National,National,Disability Status,No,Up-to-date,Yes,November Week 4,,38.38,1.2046,124284,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: No",37.2 - 39.6,,6,38,1,3,3010638
National,National,Disability Status,Yes,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,26.34,4.9013,1151,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: Yes",21.4 - 31.2,4,6,37,1,3,3010637
National,National,Disability Status,Yes,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.79,3.2347,1151,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: Yes",8.6 - 15.0,2,6,37,1,3,3010637
National,National,Disability Status,Yes,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,21.35,5.0811,1151,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: Yes",16.3 - 26.4,3,6,37,1,3,3010637
National,National,Disability Status,Yes,4-level vaccination and intent,Received a vaccination,November Week 4,,40.51,2.9443,14072,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: Yes",37.6 - 43.5,1,6,37,1,3,3010637
National,National,Disability Status,Yes,Up-to-date,Yes,November Week 4,,40.51,2.9443,14072,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Disability Status: Yes",37.6 - 43.5,,6,37,1,3,3010637
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,30,2.0608,11335,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",27.9 - 32.1,4,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.43,1.3851,11335,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",10.0 - 12.8,2,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,19.65,1.8265,11335,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",17.8 - 21.5,3,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,4-level vaccination and intent,Received a vaccination,November Week 4,,38.91,1.1498,135089,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",37.8 - 40.1,1,7,14,1,3,3010714
National,National,Gender Identity,Cisgender,Up-to-date,Yes,November Week 4,,38.91,1.1498,135089,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Cisgender",37.8 - 40.1,,7,14,1,3,3010714
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,48.03,25.7427,116,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",22.3 - 73.8,4,7,39,1,3,3010739
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,3.74,3.9902,116,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",0.0 - 7.7,2,7,39,1,3,3010739
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,17.84,9.0345,116,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",8.8 - 26.9,3,7,39,1,3,3010739
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Received a vaccination,November Week 4,,30.39,7.4328,1295,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",23.0 - 37.8,1,7,39,1,3,3010739
National,National,Gender Identity,Don't Know/Refused,Up-to-date,Yes,November Week 4,,30.39,7.4328,1295,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",23.0 - 37.8,,7,39,1,3,3010739
National,National,Gender Identity,Transgender/Nonbinary,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,25.38,11.73,129,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Transgender/Nonbinary",13.7 - 37.1,4,7,15,1,3,3010715
National,National,Gender Identity,Transgender/Nonbinary,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,26.4,13.6845,129,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Transgender/Nonbinary",12.7 - 40.1,2,7,15,1,3,3010715
National,National,Gender Identity,Transgender/Nonbinary,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,17.64,15.6086,129,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Transgender/Nonbinary",2.0 - 33.3,3,7,15,1,3,3010715
National,National,Gender Identity,Transgender/Nonbinary,4-level vaccination and intent,Received a vaccination,November Week 4,,30.57,6.9875,1460,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Transgender/Nonbinary",23.6 - 37.6,1,7,15,1,3,3010715
National,National,Gender Identity,Transgender/Nonbinary,Up-to-date,Yes,November Week 4,,30.57,6.9875,1460,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Transgender/Nonbinary",23.6 - 37.6,,7,15,1,3,3010715
National,National,Health Insurance,Insured,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,28.99,2.1718,10406,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",26.8 - 31.2,4,8,16,1,3,3010816
National,National,Health Insurance,Insured,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.79,1.5065,10406,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",10.3 - 13.3,2,8,16,1,3,3010816
National,National,Health Insurance,Insured,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,18.16,1.8299,10406,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",16.3 - 20.0,3,8,16,1,3,3010816
National,National,Health Insurance,Insured,4-level vaccination and intent,Received a vaccination,November Week 4,,41.06,1.1521,124132,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",39.9 - 42.2,1,8,16,1,3,3010816
National,National,Health Insurance,Insured,Up-to-date,Yes,November Week 4,,41.06,1.1521,124132,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Insured",39.9 - 42.2,,8,16,1,3,3010816
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,40.78,6.6102,906,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",34.2 - 47.4,4,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,10.59,3.1731,906,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",7.4 - 13.8,2,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,28.84,6.4797,906,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",22.4 - 35.3,3,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,4-level vaccination and intent,Received a vaccination,November Week 4,,19.8,4.3642,10551,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",15.4 - 24.2,1,8,17,1,3,3010817
National,National,Health Insurance,Uninsured,Up-to-date,Yes,November Week 4,,19.8,4.3642,10551,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Health Insurance: Uninsured",15.4 - 24.2,,8,17,1,3,3010817
National,National,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,30.04,2.0336,11658,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Overall (18+ years)",28.0 - 32.1,4,1,1,1,3,3010101
National,National,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.55,1.371,11658,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Overall (18+ years)",10.2 - 12.9,2,1,1,1,3,3010101
National,National,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,19.71,1.791,11658,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Overall (18+ years)",17.9 - 21.5,3,1,1,1,3,3010101
National,National,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 4,,38.7,1.1267,138717,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Overall (18+ years)",37.6 - 39.8,1,1,1,1,3,3010101
National,National,Overall,18+ years,Up-to-date,Yes,November Week 4,,38.7,1.1267,138717,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Overall (18+ years)",37.6 - 39.8,,1,1,1,3,3010101
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,33.66,3.911,3316,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income < $75k",29.8 - 37.6,4,9,19,1,3,3010919
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.89,2.4918,3316,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income < $75k",9.4 - 14.4,2,9,19,1,3,3010919
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,19.44,3.2005,3316,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income < $75k",16.2 - 22.6,3,9,19,1,3,3010919
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,November Week 4,,35.01,1.7116,41346,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income < $75k",33.3 - 36.7,1,9,19,1,3,3010919
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,November Week 4,,35.01,1.7116,41346,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income < $75k",33.3 - 36.7,,9,19,1,3,3010919
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,,28.22,3.0657,4716,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income >= $75k",25.2 - 31.3,4,9,18,1,3,3010918
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,November Week 4,,11.52,2.2423,4716,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income >= $75k",9.3 - 13.8,2,9,18,1,3,3010918
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,,15.64,2.4074,4716,0,11/25/2023 12:00:00 AM,2023-2024,"2023-2024, National, Poverty Status: Above Poverty, Income >= $75k",13.2 - 18.1,3,9,18,1,3,3010918
